Gender,Partner,Dependents,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Churn
Female,No,Yes,0,66,108.99,7423.831819430308,0
Female,Yes,No,0,20,120.0,2573.71781816553,0
Male,No,Yes,1,14,22.13,0.0,1
Female,Yes,No,0,21,49.2,111.13773868157955,0
Female,No,No,0,28,118.6,3670.591297917556,1
Female,No,No,0,32,51.9,1975.3591705869244,0
Male,No,Yes,0,31,102.06,3232.543124787605,1
Female,No,No,0,24,54.39,1043.5138289171605,0
Male,No,No,0,55,55.71,3387.507008829076,0
Male,No,Yes,0,38,111.75,3841.5788780568973,0
Female,Yes,No,0,35,29.69,1581.5490901710043,0
Male,Yes,No,0,62,86.58,4922.507781525134,1
Male,Yes,No,0,61,79.74,4807.8982764084,0
Male,Yes,No,0,13,18.0,305.4911320372392,0
Male,No,Yes,1,40,78.23,2130.685444587024,0
Male,No,Yes,0,14,82.37,1358.5760097600587,0
Female,No,No,0,5,110.56,716.5070442036053,0
Female,Yes,No,0,70,59.52,4631.864314190018,0
Male,No,No,0,63,53.19,3263.7833400277664,0
Male,Yes,No,0,25,43.48,907.88783915785,1
Female,No,Yes,0,42,89.11,3790.671705677165,0
Female,No,No,0,35,47.55,2135.7619664133285,0
Female,No,Yes,0,3,60.11,194.91019055161473,0
Male,Yes,No,0,18,85.02,1401.1804693823194,0
Male,No,No,0,58,93.45,5540.368021943809,1
Female,No,Yes,0,9,67.01,72.2899475649856,0
Male,No,No,0,68,74.9,4685.15755714575,0
Female,Yes,No,0,3,32.88,152.35247178468552,0
Female,No,No,0,31,57.08,1442.050129182332,0
Male,No,Yes,0,1,88.65,88.65,0
Female,Yes,Yes,0,42,60.09,2919.2079265321363,0
Female,No,Yes,0,53,114.82,5928.212554428853,0
Female,No,No,0,12,61.49,0.0,0
Female,Yes,No,0,59,89.65,5628.834175941178,0
Female,No,Yes,0,57,74.45,4934.252370258557,1
Male,No,No,0,10,79.81,880.9089216664961,0
Female,Yes,Yes,0,34,82.09,3004.756565776035,0
Male,No,No,0,9,107.58,486.46593021355125,0
Male,Yes,No,0,35,106.82,2379.3007668439122,0
Female,No,No,0,39,69.74,2984.7923072436183,0
Female,No,Yes,0,33,18.0,685.8646640272959,0
Female,Yes,No,0,30,66.4,2439.028815423908,0
Male,Yes,No,0,6,36.96,495.4220199132289,0
Male,No,No,1,8,102.38,283.7841492439992,0
Male,Yes,No,0,43,45.19,2313.6706811887507,0
Female,Yes,Yes,1,32,91.35,3727.615840184673,0
Female,Yes,No,0,13,80.83,701.341838961552,0
Female,No,No,0,22,59.68,1178.345871238358,0
Female,Yes,Yes,0,8,99.91,406.582964852645,0
Female,Yes,No,0,28,75.21,2647.494666547709,0
Male,No,Yes,0,14,60.5,853.510574461803,1
Male,Yes,No,1,1,79.36,79.36,0
Male,No,No,1,71,83.86,6265.430726238149,0
Female,No,No,0,16,67.49,782.283602803627,0
Female,Yes,Yes,0,28,52.67,2165.582825612073,0
Male,Yes,Yes,0,5,87.69,1128.3017916360718,0
Female,Yes,No,0,24,44.52,894.8023352047921,0
Male,No,No,0,55,71.49,3832.2900205052124,0
Female,No,No,0,22,48.55,2745.361783522636,1
Female,Yes,Yes,0,40,70.6,2885.2272851883395,0
Female,Yes,No,0,43,73.9,2356.4133690318045,0
Female,No,No,1,8,69.33,672.8501685301476,0
Male,Yes,No,0,4,84.12,0.0,1
Female,Yes,No,0,33,119.64,4425.0109628065165,1
Male,Yes,Yes,1,48,54.7,2643.169442903074,0
Male,No,Yes,1,41,73.05,2922.3940652551933,1
Male,No,No,0,37,95.49,3778.8650687820764,0
Male,Yes,No,0,11,72.75,1331.8485927507027,0
Male,Yes,No,0,71,77.27,5201.777613649307,0
Female,Yes,No,0,11,98.71,1795.6563562288488,0
Male,Yes,No,1,36,86.38,3040.0245809409894,0
Male,Yes,Yes,0,41,52.89,2127.056603266489,0
Male,Yes,Yes,0,11,87.59,645.2153309996881,0
Male,Yes,No,0,2,76.63,0.0,1
Male,Yes,No,0,10,18.0,447.82475813187506,0
Female,Yes,Yes,0,50,80.03,4095.0378575212308,0
Male,No,Yes,0,32,74.99,2140.43690420959,0
Female,No,No,0,40,54.35,2412.2449632366015,0
Male,No,Yes,0,57,77.26,4958.346439609254,0
Female,Yes,Yes,0,54,57.14,3222.584381458037,0
Female,Yes,No,0,68,37.49,2615.7868168848663,0
Female,Yes,No,0,25,48.53,905.4994454901585,0
Female,No,No,0,19,25.99,945.723825110655,1
Female,Yes,No,1,22,18.15,0.0,0
Female,Yes,Yes,0,34,117.8,3740.3853197723793,0
Female,Yes,No,0,55,101.23,5226.6932880170825,0
Male,No,Yes,0,18,85.16,1150.5574701706694,0
Female,No,Yes,1,56,67.34,2930.8646682302497,0
Male,No,No,0,64,82.36,5065.199069886181,0
Male,Yes,Yes,0,30,29.53,1017.2407377245464,0
Male,No,Yes,0,6,76.37,223.90748816676944,0
Female,No,No,1,27,34.64,1293.455833602598,0
Male,No,No,0,58,31.82,1142.8535745118065,0
Female,No,No,0,19,92.0,1441.8679488302546,0
Female,Yes,No,0,7,91.57,368.4110470824771,0
Female,No,Yes,0,53,70.57,3145.0353261729133,0
Male,No,No,0,17,82.8,1048.5356337190806,0
Male,No,No,1,27,76.09,2918.226884335284,0
Female,No,Yes,0,43,102.95,3985.3199940409954,0
Female,Yes,Yes,0,65,23.84,1831.2100219549438,0
Female,No,No,0,20,23.49,742.751658411852,1
Female,No,No,0,4,99.25,0.0,0
Male,Yes,No,1,6,50.61,164.1322131722482,1
Male,Yes,No,0,47,18.0,549.4504019826882,0
Male,No,No,0,40,89.2,4365.285277512186,0
Male,No,No,0,9,62.85,465.8951294336051,0
Male,Yes,No,0,27,64.7,1366.2355886842915,1
Female,Yes,No,0,7,76.7,1051.1296000282505,1
Female,No,No,0,71,26.3,1428.893412915884,0
Male,Yes,No,0,49,33.51,2333.5648895040677,0
Female,No,No,0,10,18.1,0.0,1
Male,No,Yes,0,52,58.33,2908.62083050594,0
Female,No,Yes,0,36,49.97,2593.170692908254,0
Female,No,Yes,0,66,70.61,4412.9327742263895,0
Female,No,No,0,32,87.78,2460.674993469779,0
Male,Yes,No,0,39,70.84,3472.5769523920335,0
Male,Yes,No,0,32,46.14,690.1058661454955,0
Male,Yes,No,0,47,27.79,1392.6768879716683,1
Female,No,No,0,67,62.49,3836.102962596678,0
Female,No,No,0,57,83.14,4213.236149856924,0
Female,Yes,No,1,57,87.62,5264.366585780312,0
Female,Yes,No,0,40,70.93,2715.96570256527,0
Female,Yes,No,0,48,80.71,3617.0712660874124,0
Male,No,No,0,36,79.36,3179.0567583658894,1
Male,Yes,No,0,8,49.16,459.639386505141,0
Female,Yes,No,0,31,66.84,2142.552555112353,0
Male,No,No,0,36,81.46,3308.9031792528494,1
Female,Yes,No,0,4,51.88,304.2797591828579,1
Female,Yes,No,0,33,104.93,3694.8438150249503,0
Male,Yes,No,0,63,79.75,5557.867431986942,1
Female,No,No,1,72,120.0,8000.0,0
Male,Yes,No,0,22,120.0,2089.8842354665803,1
Male,No,No,0,11,40.79,659.0904503050615,0
Male,No,Yes,1,28,32.48,1121.358567875448,1
Female,No,No,0,37,47.22,594.6123289308305,0
Male,Yes,Yes,0,43,74.0,3548.0343063506857,1
Female,Yes,No,1,54,111.39,6601.371360713958,1
Female,Yes,Yes,0,15,18.0,0.0,0
Female,Yes,No,0,22,84.99,1426.6620150638971,0
Female,No,No,0,5,47.51,0.0,0
Female,Yes,No,0,55,40.79,2675.3597485464943,0
Female,Yes,No,0,63,82.35,4731.838629896729,0
Female,Yes,Yes,0,64,90.23,6721.790552664366,0
Female,No,Yes,0,40,101.87,4945.943365530056,0
Male,No,Yes,0,60,58.34,3206.3800097521257,0
Male,Yes,No,0,9,96.73,755.8974576369724,1
Female,Yes,No,1,10,99.68,965.562242368062,0
Female,Yes,No,0,25,92.96,1140.7048056721485,0
Male,Yes,No,0,8,104.22,247.96324749375287,0
Male,Yes,No,1,58,83.07,5060.763625358969,0
Male,Yes,No,0,40,63.96,2163.5667418990674,0
Male,No,No,0,66,66.31,4337.454248211072,0
Male,No,Yes,0,16,56.63,659.4339110611538,0
Male,No,No,0,12,67.33,446.72809850969395,0
Female,Yes,No,0,64,78.0,4434.367914016185,0
Male,No,No,0,17,59.53,1003.6572752788076,0
Male,No,No,0,8,70.12,525.0393222541064,0
Male,No,No,0,55,53.56,1466.5885627333346,1
Male,Yes,No,0,4,53.43,0.0,1
Female,No,No,0,62,120.0,6958.683027662312,0
Female,No,No,0,55,113.72,6673.794600330227,0
Female,No,No,0,55,114.5,6081.175505369929,0
Female,No,No,0,8,61.78,239.2155683402354,1
Female,No,No,1,71,106.17,7620.769842236953,0
Female,No,No,0,67,76.8,5422.793540962816,0
Female,No,Yes,0,45,64.24,3278.1994830807284,0
Female,No,Yes,0,23,41.45,527.9800675924387,0
Male,No,No,0,19,51.75,359.92378445501106,0
Male,No,No,0,52,77.61,4166.885910677318,0
Female,Yes,No,1,68,114.35,8000.0,1
Female,Yes,No,0,65,92.51,5800.497422117125,0
Female,No,Yes,1,10,63.58,691.1889282508148,0
Male,No,No,0,54,75.25,3593.932442365083,1
Female,No,No,0,43,99.74,3651.197641525232,0
Female,No,No,0,10,26.05,0.0,0
Female,Yes,No,0,28,56.09,2321.037849700323,0
Female,Yes,No,1,64,58.56,4333.2132906016095,0
Male,No,Yes,0,38,62.8,2752.7781556493514,0
Female,Yes,No,0,25,30.05,729.9565393392963,0
Male,Yes,No,0,52,83.33,4969.494116730772,0
Male,Yes,No,0,67,79.13,5466.225174887743,0
Female,Yes,No,0,6,68.81,930.0010645404562,0
Male,Yes,Yes,0,2,102.4,0.0,0
Female,Yes,No,0,23,102.92,2956.1920800232315,0
Male,No,No,0,66,59.15,3812.3823919122624,1
Female,No,Yes,1,67,120.0,7763.9571158024155,0
Male,Yes,No,0,16,38.95,181.34371677277227,1
Male,No,No,1,22,36.61,0.0,0
Female,Yes,No,1,32,82.83,2853.568739559396,1
Male,No,Yes,0,1,96.43,96.43,1
Female,Yes,No,0,48,78.33,3045.9488000558185,0
Female,No,No,0,22,73.98,1715.9864287007038,0
Male,No,Yes,0,32,83.24,2668.1126810687806,0
Female,Yes,Yes,0,21,35.17,500.5997615364935,0
Female,No,Yes,0,9,54.74,0.0,1
Female,No,No,0,32,72.1,2131.1067009816393,0
Female,No,Yes,0,34,100.14,2323.746353218623,0
Male,Yes,No,0,55,44.18,2874.4960792584898,0
Male,No,No,0,4,62.57,41.31842053281795,1
Male,Yes,Yes,0,71,106.15,7554.863594422925,1
Female,No,No,0,29,60.11,1660.7752230803771,0
Male,No,Yes,1,57,41.48,1694.0359328834438,0
Male,Yes,No,0,29,68.81,861.2788837059818,0
Male,No,No,0,27,72.19,2559.091853069573,0
Female,Yes,Yes,0,1,83.15,83.15,0
Male,No,No,0,62,72.49,4798.717969582162,0
Female,Yes,No,0,43,39.41,815.2972021140358,0
Male,Yes,No,0,63,43.04,2704.979910931279,0
Male,Yes,No,1,7,79.52,280.65516554139526,0
Female,No,No,0,48,74.3,3694.689497265743,1
Male,Yes,No,0,58,63.82,4431.306955197258,0
Female,No,No,1,45,77.38,3206.591773351553,0
Female,No,No,0,2,74.17,0.0,0
Male,Yes,No,0,61,67.25,3351.6631480142014,0
Female,No,No,1,54,76.29,4361.96373898336,0
Female,Yes,No,1,18,47.92,1592.0107179350662,1
Female,No,No,0,49,33.94,1174.2783383316932,0
Female,Yes,No,0,30,59.0,2188.322311228115,0
Male,No,No,0,5,58.48,489.0267769996883,0
Female,No,No,0,67,39.49,2492.5794310352044,1
Female,No,Yes,0,31,41.02,1299.6488541558856,0
Male,Yes,No,1,13,91.29,1717.734426918335,0
Male,Yes,Yes,0,16,116.17,1516.8550684144752,0
Male,No,No,0,7,56.41,342.78085374883824,0
Female,Yes,No,0,4,94.69,352.84548102824584,0
Female,Yes,No,0,56,78.42,4033.800920736038,1
Female,Yes,No,0,6,63.59,460.3251179474753,0
Female,Yes,No,0,51,84.36,3955.0191578786803,0
Male,Yes,No,0,26,30.87,825.04103130662,1
Male,No,No,0,40,68.95,3041.6339907559823,1
Female,No,No,0,21,97.03,2534.5469182828115,0
Female,No,No,0,24,78.93,2414.879652426795,0
Female,Yes,Yes,0,61,74.79,5051.612180069039,0
Female,Yes,No,0,5,33.89,154.91631937492144,0
Male,No,No,1,24,34.66,315.504528117606,0
Male,No,No,0,31,18.0,0.0,1
Male,No,Yes,0,56,77.13,5072.607541050071,0
Male,No,No,0,22,72.32,1544.032667995103,0
Female,Yes,No,0,71,102.87,8000.0,0
Male,No,No,0,27,110.72,3577.9557392575475,0
Female,No,No,0,41,70.77,2009.9648457407843,1
Male,Yes,No,0,50,61.94,2473.275768724758,0
Male,Yes,No,1,36,73.48,2103.0984656410565,0
Female,Yes,No,0,58,113.48,6662.14294451101,0
Male,Yes,No,0,62,54.14,3450.6114722440393,0
Male,No,No,0,44,19.91,1645.3629724577604,1
Male,Yes,Yes,1,5,60.58,1342.0715229760258,0
Male,Yes,No,0,27,102.16,2622.4866357379387,0
Female,No,No,0,43,68.44,3260.489092002743,0
Male,No,No,1,71,92.87,6881.730036166834,0
Male,Yes,No,0,72,65.36,4660.7772240848435,0
Male,No,No,0,52,96.23,5003.106133310492,0
Female,Yes,No,0,55,82.11,4794.915317856586,0
Female,Yes,Yes,0,48,40.46,2583.536051776604,1
Male,No,No,1,59,70.97,4525.706282808014,0
Male,No,Yes,0,55,78.03,4313.436057636432,1
Male,Yes,Yes,0,68,68.54,5185.213527506204,0
Female,No,No,0,12,25.91,35.58210057219753,0
Male,Yes,Yes,0,8,48.6,0.0,0
Male,Yes,No,0,68,75.86,4624.632462798284,1
Female,No,No,1,34,117.24,3942.327195499243,0
Female,Yes,No,0,63,120.0,7386.493511377265,0
Female,No,No,0,47,67.32,3315.131071608973,0
Male,Yes,No,0,41,89.8,3341.913309980143,1
Male,No,No,0,27,62.0,1587.4779361950646,0
Male,Yes,Yes,0,39,86.03,3326.220203513768,0
Female,No,No,1,65,67.15,4502.264990341102,0
Male,Yes,No,0,59,45.93,1984.5398032289368,0
Male,Yes,Yes,0,24,99.89,1980.571799843869,1
Female,No,No,0,68,18.0,662.2708016434262,0
Female,No,No,0,25,86.61,2228.056803964701,0
Male,No,No,0,51,76.65,4801.423832881757,0
Female,Yes,No,0,8,88.41,1135.4009868674823,1
Male,No,Yes,0,55,71.25,4088.2043854112985,0
Male,No,No,1,40,70.42,2942.7125641536404,0
Male,Yes,No,0,3,66.07,612.9752934135845,1
Female,Yes,Yes,0,22,53.45,1134.447630032312,0
Male,Yes,Yes,0,69,51.66,2648.089201415175,1
Female,Yes,No,0,15,107.14,1544.9812586127653,1
Female,No,No,0,23,97.18,2173.1272230505,0
Female,Yes,Yes,0,69,66.09,3985.748303402116,0
Female,Yes,Yes,0,21,45.65,1309.1187174760094,0
Male,Yes,No,0,13,90.02,1315.5325824649613,0
Female,No,No,1,38,93.68,5052.444669752355,1
Male,Yes,Yes,0,47,63.05,3541.054369573302,0
Male,Yes,Yes,0,28,72.14,1756.6993798150459,0
Male,No,No,0,52,71.76,4044.9369640210416,1
Male,No,No,1,5,91.36,654.2033608619239,1
Female,Yes,No,0,45,95.76,5053.710789453736,1
Female,No,No,1,60,75.89,4424.787401995546,1
Male,No,No,0,15,27.22,202.4662771288035,0
Male,No,No,0,58,57.69,4194.19369293789,0
Male,No,Yes,0,15,73.36,1630.2389440275529,0
Female,Yes,Yes,0,62,81.56,4436.650357926372,1
Female,Yes,No,0,57,97.42,5719.2791870121955,0
Male,No,No,0,14,51.77,533.2176418549805,1
Male,Yes,No,0,27,75.85,2031.795469443077,0
Male,No,No,1,34,82.75,2980.399126137311,0
Female,Yes,No,0,44,63.91,2601.169898159471,0
Male,Yes,Yes,0,70,28.03,2361.0018410324906,0
Female,Yes,Yes,0,39,77.74,2680.606347090537,0
Female,No,No,0,67,54.95,2988.1122937728296,0
Female,No,Yes,1,33,120.0,4904.481369456804,0
Male,Yes,No,0,65,59.04,3791.3952185649146,0
Female,No,No,0,55,63.77,4379.196666045586,1
Female,Yes,No,1,19,62.44,1401.2034827451605,1
Male,No,No,0,58,105.36,6730.618758145032,0
Male,No,No,1,43,74.95,3477.2930486657406,1
Male,Yes,Yes,0,11,53.53,422.47510468310884,0
Female,No,No,0,47,49.64,1550.4415672779992,0
Female,No,No,0,50,46.1,1829.5000705141474,0
Male,No,Yes,0,63,35.0,2847.7519302755004,0
Female,Yes,No,0,32,29.47,421.6591876513048,1
Male,Yes,Yes,0,26,70.96,1295.1406036928063,1
Male,No,No,0,26,67.95,1763.2261051865123,0
Female,No,Yes,0,31,92.95,1967.4178497963749,0
Female,No,No,0,37,88.69,3357.4002272099233,0
Female,Yes,No,0,8,18.42,135.74718371597868,1
Female,No,Yes,0,5,49.94,35.67721843864862,0
Male,Yes,No,1,41,37.49,1908.3561662573002,1
Male,Yes,Yes,0,45,83.75,3499.0766969885135,1
Female,No,Yes,0,70,34.13,1976.580190225974,0
Female,No,No,0,6,70.83,0.0,1
Female,No,No,0,5,73.37,125.24353618155988,0
Male,No,No,0,67,98.78,6317.900065250307,0
Male,No,No,0,37,49.85,2046.5889706468752,0
Female,No,No,0,31,89.58,2747.411803824137,0
Male,No,Yes,0,19,18.0,476.2107840082502,0
Male,No,Yes,0,30,66.27,1908.966749875082,0
Male,Yes,No,0,30,74.75,2604.089619451954,0
Male,Yes,No,1,56,77.03,4855.473428919935,0
Female,No,No,0,55,72.95,4002.734683127103,0
Female,No,No,0,36,101.67,4042.066008386717,0
Female,No,Yes,0,38,58.08,2877.7961456504304,0
Female,Yes,Yes,0,24,89.87,2816.646409673907,0
Male,Yes,No,0,8,46.92,1011.177206833906,1
Female,No,Yes,0,51,49.51,2441.5858279960876,1
Female,Yes,Yes,0,45,90.99,5090.923195947737,0
Female,Yes,Yes,1,1,53.55,53.55,0
Female,Yes,No,0,3,59.35,233.95936917037324,0
Female,No,No,0,44,96.92,4782.734822004381,0
Male,Yes,Yes,0,9,33.28,0.0,0
Female,No,Yes,0,56,37.97,1891.0077014488477,1
Male,No,No,0,63,53.96,4301.323897776642,0
Male,No,No,0,68,100.2,6934.632748182817,1
Male,Yes,No,1,59,39.25,1931.0663647022297,0
Male,Yes,No,1,7,79.05,673.3964351018308,0
Male,No,Yes,0,9,74.61,259.4641251731592,0
Male,No,Yes,0,66,98.39,6289.937589534897,1
Female,Yes,No,1,64,20.67,585.8931271865941,0
Male,Yes,No,0,2,83.31,0.0,0
Female,Yes,No,0,67,41.91,3444.495321841784,0
Male,Yes,No,0,63,105.43,6707.761605635666,0
Male,No,No,0,60,80.36,3755.7769141194244,0
Male,Yes,No,0,47,55.99,2228.862285601738,0
Female,No,No,0,40,78.65,3535.746578713366,0
Male,Yes,No,1,69,119.94,7268.50599240611,0
Male,No,No,0,60,98.28,6339.14615875557,0
Female,Yes,No,1,38,120.0,4805.743521939065,0
Male,Yes,No,0,54,68.49,3754.5060452508224,0
Male,No,Yes,0,1,95.95,95.95,0
Male,Yes,No,0,59,41.0,2192.8158988998925,1
Female,No,No,0,37,80.74,3157.198998699542,0
Male,No,Yes,0,16,18.0,1211.1352915607154,0
Male,Yes,No,0,18,93.81,1555.3806425224031,0
Female,Yes,Yes,0,7,90.34,565.0377506349076,0
Female,Yes,Yes,0,19,90.96,1165.6808781468503,0
Male,No,No,0,23,86.59,764.4557906857492,0
Male,Yes,No,0,69,95.04,6882.560494735876,0
Male,No,Yes,1,21,78.58,1949.8113218690125,0
Male,No,No,0,32,117.4,4047.910797145205,1
Female,Yes,Yes,1,20,78.91,1297.9511694701605,0
Female,No,No,0,11,46.5,672.6641641968968,0
Female,No,No,0,7,40.52,514.8337081980983,1
Male,Yes,Yes,0,53,57.98,3330.508626071739,1
Female,Yes,Yes,0,20,52.33,579.8003754250576,0
Female,No,Yes,0,49,108.0,4310.397720341902,1
Male,No,No,0,15,48.55,0.0,1
Male,No,Yes,0,41,57.3,1685.5673459792297,0
Male,Yes,No,0,2,39.94,0.0,0
Male,No,Yes,0,18,49.77,1343.8232365896931,1
Male,No,No,0,72,51.32,3573.307395623971,1
Male,No,Yes,0,48,85.42,3920.716969028493,0
Female,No,No,0,56,55.7,2799.379376459541,0
Male,Yes,No,0,64,58.71,4372.629884736553,0
Male,No,Yes,0,37,102.72,3720.7642583430265,1
Female,No,No,0,37,57.54,2495.4253788355413,0
Female,No,Yes,1,54,43.69,2682.826059544992,0
Female,No,No,0,10,91.68,22.599600561700868,1
Female,Yes,Yes,0,17,77.28,1002.1636039883134,0
Female,No,No,0,39,70.29,3289.538696578068,0
Male,Yes,No,0,14,104.98,1971.9690517582803,1
Male,Yes,Yes,0,22,18.0,66.79105573771932,0
Female,No,No,0,9,83.45,978.2592431995015,1
Female,No,No,0,62,90.36,5866.985465787686,1
Female,No,No,0,55,94.16,5138.239053206658,0
Female,No,No,0,51,61.97,1966.1547734579829,0
Male,Yes,No,0,21,101.97,1853.5227713850086,0
Female,Yes,No,0,2,111.09,451.9490448667362,0
Female,Yes,No,1,7,104.29,74.60237864718943,0
Male,Yes,Yes,0,32,100.52,4045.816880433394,0
Male,No,No,1,4,24.95,0.0,0
Male,No,No,0,16,72.88,2131.069985549439,1
Female,Yes,No,0,28,58.44,1070.2636004748265,0
Female,Yes,No,0,18,73.1,545.114630149569,1
Male,No,No,0,17,92.71,1293.2915877352984,1
Female,Yes,No,0,16,95.44,2376.6519851287776,0
Female,No,No,0,16,59.89,884.2257960955162,1
Male,Yes,No,0,67,68.7,4073.9287284808624,0
Male,No,No,0,23,92.36,2584.1413887316457,1
Male,Yes,No,0,58,79.14,4500.598369595874,0
Female,Yes,No,0,25,23.83,846.9257179959645,0
Male,Yes,Yes,1,49,35.74,1592.239699235539,0
Female,Yes,No,0,62,62.26,4495.228275424932,0
Female,No,No,0,22,69.22,1504.3005803895355,0
Female,Yes,No,0,50,80.97,3868.9181017874453,1
Male,No,Yes,0,67,85.92,6176.814781133778,0
Male,No,No,0,4,52.99,989.3073032014944,0
Male,Yes,No,0,35,51.78,1519.1716412330477,0
Female,Yes,Yes,0,35,79.23,2981.9130773824822,0
Male,Yes,No,0,34,108.16,4211.362266587551,0
Male,Yes,No,0,14,99.72,1296.7952825119464,0
Female,No,No,0,38,68.18,3221.5820883402325,0
Female,Yes,Yes,0,54,92.07,4795.634229189666,1
Male,No,No,1,25,74.94,2051.2199911132025,0
Male,No,No,1,36,71.38,3544.0704192288085,0
Female,No,No,0,67,55.52,2959.0457575417336,0
Female,No,No,0,25,105.07,3114.1259414417846,0
Female,No,No,0,72,99.93,7635.824101458227,0
Male,No,No,0,3,69.06,471.1211484182737,0
Male,No,No,0,44,76.26,2662.7220859787953,0
Female,No,Yes,0,44,94.64,4398.582004850414,0
Male,Yes,No,0,23,42.04,621.0589485878533,0
Male,Yes,No,0,14,91.29,544.4050013082477,0
Male,Yes,No,0,63,70.12,4036.368866330841,0
Female,Yes,No,0,23,32.02,457.89430965444916,1
Male,Yes,No,0,6,53.84,112.72638741360615,0
Female,Yes,Yes,0,59,31.99,2203.162040180999,0
Male,No,No,0,23,68.99,2351.2900739762235,1
Female,Yes,Yes,0,42,88.05,3232.5253729837914,0
Female,Yes,No,0,36,60.54,2942.7701110196695,0
Male,Yes,Yes,0,63,53.89,3903.65603857527,0
Male,No,No,0,28,49.09,1318.3112144379713,1
Female,No,No,0,4,18.0,0.0,1
Female,No,Yes,0,65,24.33,1166.248315579311,0
Male,No,No,0,56,97.63,5241.499922729262,0
Female,Yes,No,0,23,31.86,1229.6654445404065,0
Female,Yes,Yes,0,70,63.41,5072.968407231396,0
Male,Yes,No,0,42,75.57,2589.3931938778082,0
Male,Yes,No,0,20,118.87,1873.8412222361605,0
Male,No,Yes,0,2,67.42,0.0,0
Male,Yes,No,0,44,116.31,6228.209790455519,0
Female,Yes,No,0,21,62.4,1079.3175821593316,0
Male,No,No,0,4,75.84,0.0,1
Male,Yes,No,0,56,90.95,5405.44564845845,0
Male,No,No,1,1,105.25,105.25,0
Male,No,No,0,10,87.96,739.606538938021,0
Female,No,No,0,12,77.29,224.25393922170736,0
Female,Yes,No,0,56,22.67,505.66197444432794,0
Male,Yes,No,0,1,80.98,80.98,1
Male,Yes,No,0,39,36.14,2211.8714529733093,0
Male,Yes,No,1,18,41.27,0.0,0
Male,Yes,No,0,40,81.46,2982.0779823684857,0
Female,Yes,Yes,0,40,84.13,3518.587758322759,0
Female,No,No,0,12,76.72,169.71789862326182,0
Female,Yes,No,0,29,87.61,2657.335756818369,1
Female,No,No,1,67,60.2,3969.4711893004123,0
Male,No,No,1,16,60.52,1004.9005044922994,0
Female,No,Yes,0,49,82.04,3091.2887221234714,0
Female,No,Yes,0,43,61.02,2077.9975773731408,0
Male,Yes,Yes,0,31,92.48,2410.526311579546,0
Female,No,No,0,7,100.83,477.05118633782354,0
Female,No,No,1,12,48.66,581.232165087724,0
Female,No,Yes,0,41,72.96,3510.6844761752986,0
Male,No,No,0,58,18.0,92.25387257730449,1
Male,Yes,No,0,54,81.81,4782.2445032647765,0
Male,Yes,No,0,62,59.26,3736.9983236114344,0
Male,No,No,0,14,46.0,577.7643029580227,0
Female,No,No,0,34,59.86,1303.143920876019,0
Female,No,No,1,49,44.13,2563.0474572915664,1
Male,Yes,No,0,51,95.14,4979.477320520328,0
Male,No,No,0,44,62.15,3565.755331504477,0
Male,No,Yes,0,11,45.05,0.0,0
Female,Yes,No,0,12,66.13,244.57615281730295,0
Female,Yes,No,1,57,73.57,3868.110710152171,0
Male,No,Yes,0,33,53.19,1678.3937571638623,0
Male,No,No,1,60,77.32,4441.922507425803,0
Male,Yes,Yes,0,7,86.82,1456.2416162550185,0
Male,No,Yes,0,16,90.13,1790.7009220672016,0
Male,Yes,No,0,35,32.66,1166.5053236886547,0
Male,No,No,0,19,42.42,497.3931548392535,0
Male,Yes,No,0,18,69.97,1551.056627982038,0
Male,Yes,No,0,25,66.05,2329.348480818872,1
Female,Yes,Yes,0,60,36.64,2431.693456754829,1
Male,No,No,0,11,27.54,975.2167724206317,0
Female,No,No,0,62,66.99,4239.28852416614,0
Male,Yes,No,0,71,69.29,4719.857979290504,0
Female,Yes,No,1,49,73.74,3610.5794920675394,0
Male,Yes,No,1,20,41.26,1112.1143194426122,0
Male,No,Yes,1,70,65.42,4376.936168341961,0
Female,Yes,No,0,44,92.57,4610.961364512161,0
Male,Yes,Yes,0,19,69.53,683.5180177190223,0
Female,No,No,0,18,41.35,580.196704428738,0
Female,Yes,No,0,65,77.7,4639.258999067094,0
Female,No,No,0,48,28.68,1295.4646001162898,0
Male,Yes,No,0,55,120.0,6174.2440052672455,1
Female,No,No,0,53,79.82,3975.7648365182986,0
Male,No,Yes,0,59,64.6,3769.2922581682215,0
Female,Yes,No,0,31,55.25,1080.08866711856,1
Male,No,Yes,0,10,120.0,822.9485804760286,0
Female,Yes,Yes,0,29,40.08,1334.7805840043693,0
Female,No,Yes,0,51,62.71,2307.6190945037824,0
Male,Yes,No,0,44,108.63,4258.432241465797,1
Male,No,No,0,54,87.0,5105.723328663291,1
Male,Yes,No,0,32,62.65,1311.8469235582256,0
Male,Yes,No,0,30,79.07,2160.8477029635746,0
Male,No,No,0,48,100.1,5085.689090098065,1
Male,No,No,1,64,70.37,3731.4985087011437,0
Male,No,No,0,1,82.49,82.49,1
Male,Yes,No,1,27,62.11,1551.7680021607448,0
Male,No,Yes,1,13,92.55,905.9610875945791,0
Female,Yes,Yes,0,68,97.78,6007.331635429662,0
Female,No,Yes,0,14,57.97,1737.6832450751567,0
Female,No,Yes,0,10,49.54,0.0,0
Female,Yes,No,0,4,74.07,37.976868019647725,0
